dataset,id,pert_idx,m,identical_to_original,g1_cosine,g1_pass,g2_p_contradiction,g2_pass,both_pass
squad2,5ad3ed26604f3c001a3ff79a,0,3,False,0.9956421852111816,True,0.001545740757137537,True,True
squad2,5ad3ed26604f3c001a3ff79a,1,3,False,0.9774987697601318,True,0.002244026167318225,True,True
squad2,5ad3ed26604f3c001a3ff79a,2,3,False,0.9255576133728027,True,0.002189629478380084,True,True
squad2,5ad3ed26604f3c001a3ff79b,0,2,False,0.9612452387809753,True,0.00109695119317621,True,True
squad2,5ad3ed26604f3c001a3ff79b,1,2,False,0.9413221478462219,True,0.0020568412728607655,True,True
squad2,5ad3ed26604f3c001a3ff79c,0,1,False,0.9443617463111877,True,0.004528291989117861,True,True
squad2,56de15104396321400ee25b7,0,1,False,0.9631858468055725,True,0.0028488554526120424,True,True
squad2,56de15104396321400ee25b9,0,1,False,0.9578813314437866,True,0.01237425021827221,True,True
squad2,5ad3ee2d604f3c001a3ff7e1,0,1,False,0.8909615278244019,True,0.0037081032060086727,True,True
squad2,5ad3ee2d604f3c001a3ff7e2,0,1,False,0.9385881423950195,True,0.0030379879754036665,True,True
squad2,56de1563cffd8e1900b4b5c2,0,1,False,0.9732975959777832,True,0.0014426761772483587,True,True
squad2,56de1563cffd8e1900b4b5c3,0,2,False,0.9727011322975159,True,0.002317221136763692,True,True
squad2,56de1563cffd8e1900b4b5c3,1,2,False,0.9130997061729431,True,0.005460283253341913,True,True
squad2,56de1563cffd8e1900b4b5c4,0,1,False,0.9717874526977539,True,0.002089971676468849,True,True
squad2,5ad3f028604f3c001a3ff823,0,1,False,0.9051893949508667,True,0.03612976893782616,True,True
squad2,5ad3f028604f3c001a3ff825,0,3,False,0.986640989780426,True,0.0025374330580234528,True,True
squad2,5ad3f028604f3c001a3ff825,1,3,False,0.9116320610046387,True,0.020532691851258278,True,True
squad2,5ad3f028604f3c001a3ff825,2,3,False,0.8639706373214722,True,0.13201604783535004,True,True
squad2,56de15dbcffd8e1900b4b5c8,0,1,False,0.9929327964782715,True,0.00351788941770792,True,True
squad2,56de15dbcffd8e1900b4b5ca,0,2,False,0.9245709180831909,True,0.0013459965121001005,True,True
squad2,56de15dbcffd8e1900b4b5ca,1,2,False,0.8802917003631592,True,0.24533189833164215,True,True
squad2,56de15dbcffd8e1900b4b5cb,0,1,False,0.900872528553009,True,0.012832951731979847,True,True
squad2,5ad3f187604f3c001a3ff86f,0,1,False,0.9191195964813232,True,0.004630482755601406,True,True
squad2,5ad3f187604f3c001a3ff870,0,2,False,0.9722083210945129,True,0.0017698677256703377,True,True
squad2,5ad3f187604f3c001a3ff870,1,2,False,0.9332213997840881,True,0.0009442585869692266,True,True
squad2,5ad3f187604f3c001a3ff871,0,2,False,0.947167158126831,True,0.0018026975449174643,True,True
squad2,5ad3f187604f3c001a3ff871,1,2,False,0.912895679473877,True,0.0030167456716299057,True,True
squad2,56de1645cffd8e1900b4b5d1,0,2,False,0.9666973352432251,True,0.0011778036132454872,True,True
squad2,56de1645cffd8e1900b4b5d1,1,2,False,0.8707228302955627,True,0.11055104434490204,True,True
squad2,56de1645cffd8e1900b4b5d2,0,2,False,0.9899459481239319,True,0.003263764549046755,True,True
squad2,56de1645cffd8e1900b4b5d2,1,2,False,0.9475411176681519,True,0.002989324973896146,True,True
squad2,5ad3f350604f3c001a3ff8ef,0,2,False,0.9169337749481201,True,0.002281083492562175,True,True
squad2,5ad3f350604f3c001a3ff8ef,1,2,False,0.929781973361969,True,0.006543570663779974,True,True
squad2,5ad3f350604f3c001a3ff8f0,0,2,False,0.9080727696418762,True,0.0578734315931797,True,True
squad2,5ad3f350604f3c001a3ff8f0,1,2,False,0.8750275373458862,True,0.003349845064803958,True,True
squad2,5ad3f350604f3c001a3ff8f1,0,1,False,0.8968884944915771,True,0.003521414939314127,True,True
squad2,56de16ca4396321400ee25c5,0,2,False,0.9430654644966125,True,0.0023834386374801397,True,True
squad2,56de16ca4396321400ee25c5,1,2,False,0.9068643450737,True,0.5740874409675598,True,True
squad2,56de16ca4396321400ee25c7,0,1,False,0.9670910239219666,True,0.017842693254351616,True,True
squad2,56de16ca4396321400ee25c8,0,1,False,0.9759355187416077,True,0.020896106958389282,True,True
squad2,5ad3f4b1604f3c001a3ff951,0,2,False,0.9459542632102966,True,0.015089153312146664,True,True
squad2,5ad3f4b1604f3c001a3ff951,1,2,False,0.8879186511039734,True,0.02410373091697693,True,True
squad2,5ad3f4b1604f3c001a3ff952,0,1,False,0.9633851051330566,True,0.036397773772478104,True,True
squad2,5ad3f4b1604f3c001a3ff954,0,1,False,0.9158785343170166,True,0.0018705292604863644,True,True
squad2,56de1728cffd8e1900b4b5d7,0,1,False,0.9708572626113892,True,0.0010129306465387344,True,True
squad2,5ad3f5b0604f3c001a3ff9ab,0,2,False,0.8996367454528809,True,0.0036227970849722624,True,True
squad2,5ad3f5b0604f3c001a3ff9ab,1,2,False,0.913331151008606,True,0.002268063137307763,True,True
squad2,5ad3f5b0604f3c001a3ff9ac,0,2,False,0.9481121301651001,True,0.008684024214744568,True,True
squad2,5ad3f5b0604f3c001a3ff9ac,1,2,False,0.9098519682884216,True,0.004120224621146917,True,True
squad2,56de179dcffd8e1900b4b5da,0,3,False,0.8782150149345398,True,0.0032815495505928993,True,True
squad2,56de179dcffd8e1900b4b5da,1,3,False,0.9109534621238708,True,0.0038415626622736454,True,True
squad2,56de179dcffd8e1900b4b5da,2,3,False,0.8713603019714355,True,0.05743506923317909,True,True
squad2,56de179dcffd8e1900b4b5db,0,3,False,0.9128232002258301,True,0.004624409135431051,True,True
squad2,56de179dcffd8e1900b4b5db,1,3,False,0.9458058476448059,True,0.15534557402133942,True,True
squad2,56de179dcffd8e1900b4b5db,2,3,False,0.9209716320037842,True,0.1769426316022873,True,True
squad2,56de179dcffd8e1900b4b5dc,0,2,False,0.9535917043685913,True,0.001515695359557867,True,True
squad2,56de179dcffd8e1900b4b5dc,1,2,False,0.9028655886650085,True,0.002197137800976634,True,True
squad2,5ad3f6f5604f3c001a3ffa09,0,2,False,0.9554850459098816,True,0.0013975637266412377,True,True
squad2,5ad3f6f5604f3c001a3ffa09,1,2,False,0.9031969308853149,True,0.007076518144458532,True,True
squad2,5ad3f6f5604f3c001a3ffa0b,0,1,False,0.9910774827003479,True,0.002218589186668396,True,True
squad2,56de17f9cffd8e1900b4b5e0,0,1,False,0.8886005878448486,True,0.004381554201245308,True,True
squad2,56de17f9cffd8e1900b4b5e1,0,1,False,0.9067184329032898,True,0.5172698497772217,True,True
squad2,56de17f9cffd8e1900b4b5e2,0,2,False,0.9006394147872925,True,0.00319974054582417,True,True
squad2,56de17f9cffd8e1900b4b5e2,1,2,False,0.9704214334487915,True,0.010679146274924278,True,True
squad2,5ad3f7ac604f3c001a3ffa3b,0,1,False,0.9649033546447754,True,0.0036052661016583443,True,True
squad2,5ad3f7ac604f3c001a3ffa3c,0,1,False,0.9385139346122742,True,0.0053963446989655495,True,True
squad2,56de3cd0cffd8e1900b4b6bf,0,3,False,0.9691734313964844,True,0.0035539334639906883,True,True
squad2,56de3cd0cffd8e1900b4b6bf,1,3,False,0.9209292531013489,True,0.021223630756139755,True,True
squad2,56de3cd0cffd8e1900b4b6bf,2,3,False,0.9522497057914734,True,0.0020699852611869574,True,True
squad2,5ad3f8d2604f3c001a3ffa8d,0,2,False,0.9739149212837219,True,0.013681086711585522,True,True
squad2,5ad3f8d2604f3c001a3ffa8d,1,2,False,0.9484944343566895,True,0.020840881392359734,True,True
squad2,5ad3f8d2604f3c001a3ffa8e,0,1,False,0.9121684432029724,True,0.002547294134274125,True,True
squad2,56de3d594396321400ee26ca,0,3,False,0.9892443418502808,True,0.4194965958595276,True,True
squad2,56de3d594396321400ee26ca,1,3,False,0.9387658834457397,True,0.001149407122284174,True,True
squad2,56de3d594396321400ee26ca,2,3,False,0.8939913511276245,True,0.6329315900802612,True,True
squad2,56de3d594396321400ee26cb,0,2,False,0.966768205165863,True,0.00543961301445961,True,True
squad2,56de3d594396321400ee26cb,1,2,False,0.8607853651046753,True,0.0015509764198213816,True,True
squad2,56de3d594396321400ee26cc,0,1,True,1.0000001192092896,True,0.5473973155021667,True,True
squad2,5ad3fb01604f3c001a3ffb35,0,1,False,0.9147441983222961,True,0.09679163247346878,True,True
squad2,5ad3fb01604f3c001a3ffb36,0,1,False,0.8935388326644897,True,0.04285294935107231,True,True
squad2,56de3dbacffd8e1900b4b6d2,0,1,False,0.9949262738227844,True,0.0015814675716683269,True,True
squad2,5ad3fb6e604f3c001a3ffb5f,0,1,False,0.9559162259101868,True,0.008027699775993824,True,True
squad2,5ad3fb6e604f3c001a3ffb60,0,1,False,0.8847634196281433,True,0.1958833783864975,True,True
squad2,56de3e414396321400ee26d8,0,1,False,0.8802446126937866,True,0.00473956810310483,True,True
squad2,56de3e414396321400ee26d9,0,2,False,0.9879096150398254,True,0.001698248670436442,True,True
squad2,56de3e414396321400ee26d9,1,2,False,0.9981632232666016,True,0.002375237410888076,True,True
squad2,5ad3fc41604f3c001a3ffb8f,0,3,False,0.9578139185905457,True,0.0033083094749599695,True,True
squad2,5ad3fc41604f3c001a3ffb8f,1,3,False,0.9610155820846558,True,0.0010738427517935634,True,True
squad2,5ad3fc41604f3c001a3ffb8f,2,3,False,0.9089962840080261,True,0.007296882104128599,True,True
squad2,5ad3fc41604f3c001a3ffb90,0,2,False,0.9165147542953491,True,0.0012365987058728933,True,True
squad2,5ad3fc41604f3c001a3ffb90,1,2,False,0.8997989296913147,True,0.024034863337874413,True,True
squad2,5ad3fc41604f3c001a3ffb92,0,2,False,0.8799685835838318,True,0.001338873989880085,True,True
squad2,5ad3fc41604f3c001a3ffb92,1,2,False,0.8564765453338623,True,0.0012965684290975332,True,True
squad2,56de3ebc4396321400ee26e6,0,1,False,0.9849032163619995,True,0.0018168396782130003,True,True
squad2,56de3ebc4396321400ee26e7,0,2,False,0.9875239133834839,True,0.002174750901758671,True,True
squad2,56de3ebc4396321400ee26e7,1,2,False,0.9497841596603394,True,0.001743533182889223,True,True
squad2,56de3ebc4396321400ee26e8,0,1,False,0.9033613801002502,True,0.001660150126554072,True,True
squad2,5ad4017a604f3c001a3ffd1f,0,2,False,0.9390544891357422,True,0.003721078624948859,True,True
squad2,5ad4017a604f3c001a3ffd1f,1,2,False,0.9862882494926453,True,0.0010518908966332674,True,True
squad2,5ad4017a604f3c001a3ffd20,0,2,False,0.9862782955169678,True,0.0030290037393569946,True,True
squad2,5ad4017a604f3c001a3ffd20,1,2,False,0.9389603734016418,True,0.0025910758413374424,True,True
squad2,56de3efccffd8e1900b4b6fe,0,1,False,0.8735366463661194,True,0.004039793740957975,True,True
squad2,5ad401f2604f3c001a3ffd41,0,2,False,0.998785674571991,True,0.0014029270969331264,True,True
squad2,5ad401f2604f3c001a3ffd41,1,2,False,0.9273786544799805,True,0.0013364108745008707,True,True
squad2,5ad401f2604f3c001a3ffd42,0,1,False,0.9085425138473511,True,0.002110215835273266,True,True
squad2,56de3f784396321400ee26fa,0,2,False,0.9284761548042297,True,0.0017869161674752831,True,True
squad2,56de3f784396321400ee26fa,1,2,False,0.9061012268066406,True,0.0014870645245537162,True,True
squad2,56de3f784396321400ee26fb,0,1,False,0.8875271677970886,True,0.0172588974237442,True,True
squad2,56de3f784396321400ee26fc,0,2,False,0.9782541990280151,True,0.03207221254706383,True,True
squad2,56de3f784396321400ee26fc,1,2,False,0.9090530872344971,True,0.0051263682544231415,True,True
squad2,5ad40280604f3c001a3ffd57,0,1,False,0.9490107893943787,True,0.0009462928283028305,True,True
squad2,5ad40280604f3c001a3ffd58,0,2,False,0.973698616027832,True,0.003385039744898677,True,True
squad2,5ad40280604f3c001a3ffd58,1,2,False,0.893081545829773,True,0.6436870098114014,True,True
squad2,5ad40280604f3c001a3ffd59,0,1,False,0.8689127564430237,True,0.0008584884344600141,True,True
squad2,56de40da4396321400ee2708,0,2,True,1.0,True,0.007216603495180607,True,True
squad2,56de40da4396321400ee2708,1,2,False,0.9082367420196533,True,0.002223126357421279,True,True
squad2,56de40da4396321400ee2709,0,1,False,0.9938759207725525,True,0.0015062985476106405,True,True
squad2,5ad404a6604f3c001a3ffde2,0,1,False,0.9331392049789429,True,0.00425090454518795,True,True
squad2,5ad404a6604f3c001a3ffde3,0,1,False,0.8744335174560547,True,0.05987410247325897,True,True
squad2,56de49564396321400ee277a,0,1,False,0.928267240524292,True,0.359013170003891,True,True
squad2,5ad40419604f3c001a3ffdb7,0,1,False,0.9292337894439697,True,0.0021223886869847775,True,True
squad2,5ad40419604f3c001a3ffdb8,0,3,False,0.9853984117507935,True,0.0022332908120006323,True,True
squad2,5ad40419604f3c001a3ffdb8,1,3,False,0.9034796357154846,True,0.002880996325984597,True,True
squad2,5ad40419604f3c001a3ffdb8,2,3,False,0.8581302165985107,True,0.005134959239512682,True,True
squad2,56de49a8cffd8e1900b4b7a7,0,1,False,0.931533932685852,True,0.010131645947694778,True,True
squad2,5ad403c1604f3c001a3ffd97,0,2,False,0.9865974187850952,True,0.0019258420215919614,True,True
squad2,5ad403c1604f3c001a3ffd97,1,2,False,0.9859930276870728,True,0.0015159361064434052,True,True
squad2,56de4a474396321400ee2786,0,1,False,0.8760685324668884,True,0.0016246457817032933,True,True
squad2,56de4a474396321400ee2787,0,1,False,0.9871330857276917,True,0.002758848248049617,True,True
squad2,5ad40358604f3c001a3ffd7d,0,2,False,0.9436893463134766,True,0.0016448954120278358,True,True
squad2,5ad40358604f3c001a3ffd7d,1,2,False,0.9445260763168335,True,0.0025641254615038633,True,True
squad2,5ad40358604f3c001a3ffd7e,0,1,False,0.8600717782974243,True,0.018908420577645302,True,True
squad2,5ad40358604f3c001a3ffd7f,0,2,False,0.9080736637115479,True,0.0018885427853092551,True,True
squad2,5ad40358604f3c001a3ffd7f,1,2,False,0.8833674788475037,True,0.0014932642225176096,True,True
squad2,56de4a89cffd8e1900b4b7bd,0,3,False,0.9935063123703003,True,0.003170475596562028,True,True
squad2,56de4a89cffd8e1900b4b7bd,1,3,False,0.9764732122421265,True,0.0018644367810338736,True,True
squad2,56de4a89cffd8e1900b4b7bd,2,3,False,0.9000452756881714,True,0.059849247336387634,True,True
squad2,56de4a89cffd8e1900b4b7be,0,2,False,0.9734815955162048,True,0.0032355051953345537,True,True
squad2,56de4a89cffd8e1900b4b7be,1,2,False,0.9300431609153748,True,0.001967970747500658,True,True
squad2,5ad402ce604f3c001a3ffd67,0,2,False,0.9014843702316284,True,0.00503840297460556,True,True
squad2,5ad402ce604f3c001a3ffd67,1,2,False,0.9694432616233826,True,0.007973574101924896,True,True
squad2,56de4b074396321400ee2793,0,2,False,0.9510065317153931,True,0.02560531720519066,True,True
squad2,56de4b074396321400ee2793,1,2,False,0.8979133367538452,True,0.0042353407479822636,True,True
squad2,56de4b074396321400ee2794,0,3,False,0.9728118777275085,True,0.020509175956249237,True,True
squad2,56de4b074396321400ee2794,1,3,False,0.9306601285934448,True,0.0062020160257816315,True,True
squad2,56de4b074396321400ee2794,2,3,False,0.8756842613220215,True,0.2557779550552368,True,True
squad2,56de4b074396321400ee2795,0,2,False,0.9235183000564575,True,0.0017538556130602956,True,True
squad2,56de4b074396321400ee2795,1,2,False,0.9412645697593689,True,0.0027973174583166838,True,True
squad2,5ad400b0604f3c001a3ffcdf,0,3,False,0.9114569425582886,True,0.004232658073306084,True,True
squad2,5ad400b0604f3c001a3ffcdf,1,3,False,0.8829920291900635,True,0.013059980235993862,True,True
squad2,5ad400b0604f3c001a3ffcdf,2,3,False,0.9481005668640137,True,0.008337444625794888,True,True
squad2,5ad400b0604f3c001a3ffce0,0,2,False,0.9632164835929871,True,0.0040789758786559105,True,True
squad2,5ad400b0604f3c001a3ffce0,1,2,False,0.8882297873497009,True,0.006583343725651503,True,True
squad2,5ad400b0604f3c001a3ffce1,0,1,False,0.9208903312683105,True,0.006486321333795786,True,True
squad2,56de4b5c4396321400ee2799,0,3,False,0.9926691055297852,True,0.0013994589680805802,True,True
squad2,56de4b5c4396321400ee2799,1,3,False,0.9868062138557434,True,0.0013689511688426137,True,True
squad2,56de4b5c4396321400ee2799,2,3,False,0.8892642259597778,True,0.0007808997179381549,True,True
squad2,56de4b5c4396321400ee279a,0,1,False,0.9684199094772339,True,0.0028745289891958237,True,True
squad2,5ad3ffd7604f3c001a3ffca7,0,2,False,0.9964553713798523,True,0.002302729059010744,True,True
squad2,5ad3ffd7604f3c001a3ffca7,1,2,False,0.9741729497909546,True,0.0014731474220752716,True,True
squad2,5ad3ffd7604f3c001a3ffca8,0,2,False,0.9974562525749207,True,0.0013919513439759612,True,True
squad2,5ad3ffd7604f3c001a3ffca8,1,2,False,0.9377118945121765,True,0.001630942220799625,True,True
squad2,56de4bb84396321400ee27a2,0,2,False,0.9780505299568176,True,0.0032277314458042383,True,True
squad2,56de4bb84396321400ee27a2,1,2,False,0.9478431940078735,True,0.0036288732662796974,True,True
squad2,5ad3ff1b604f3c001a3ffc73,0,3,False,0.914119303226471,True,0.0031945679802447557,True,True
squad2,5ad3ff1b604f3c001a3ffc73,1,3,False,0.9536378383636475,True,0.0010650556068867445,True,True
squad2,5ad3ff1b604f3c001a3ffc73,2,3,False,0.9277510643005371,True,0.002722819335758686,True,True
squad2,5ad3ff1b604f3c001a3ffc74,0,2,False,0.9159917831420898,True,0.0013358605792745948,True,True
squad2,5ad3ff1b604f3c001a3ffc74,1,2,False,0.8929999470710754,True,0.0024895272217690945,True,True
squad2,56de4c324396321400ee27ab,0,2,False,0.9785928130149841,True,0.0017281660111621022,True,True
squad2,56de4c324396321400ee27ab,1,2,False,0.8702173829078674,True,0.11647723615169525,True,True
squad2,56de4c324396321400ee27ac,0,1,False,0.9204496741294861,True,0.0013577009085565805,True,True
squad2,56de4c324396321400ee27ad,0,2,False,0.8977874517440796,True,0.00896337628364563,True,True
squad2,56de4c324396321400ee27ad,1,2,False,0.9090805053710938,True,0.0018862606957554817,True,True
squad2,56de51244396321400ee27ef,0,2,False,0.9956475496292114,True,0.0020716465078294277,True,True
squad2,56de51244396321400ee27ef,1,2,False,0.8798182010650635,True,0.0008340670028701425,True,True
squad2,5ad3fe0d604f3c001a3ffc1b,0,1,False,0.9789423942565918,True,0.001104504568502307,True,True
squad2,5ad3fe0d604f3c001a3ffc1c,0,1,False,0.9519083499908447,True,0.0010498909978196025,True,True
squad2,5ad3fe0d604f3c001a3ffc1d,0,1,False,0.9592983722686768,True,0.002497643232345581,True,True
squad2,56de51c64396321400ee27f7,0,2,False,0.9885846972465515,True,0.001571927685290575,True,True
squad2,56de51c64396321400ee27f7,1,2,False,0.8964811563491821,True,0.07132045924663544,True,True
squad2,5ad3fd68604f3c001a3ffbe8,0,1,False,0.8626121878623962,True,0.02182656340301037,True,True
squad2,56de52614396321400ee27fb,0,1,False,0.9340301752090454,True,0.0012115337885916233,True,True
squad2,56de52614396321400ee27fc,0,2,False,0.9702597856521606,True,0.0012086526257917285,True,True
